vehicle,motor_model,prop_diameter_in,battery,battery_capacity_mah,cells_s,total_mass_g,airframe_mass_g,propulsion_mass_g,total_cost_usd,hover_time_min,mission_feasible,mission_total_time_s,mission_total_energy_mah,mission_energy_remaining_mah,throttle_takeoff1,throttle_cruise1,throttle_takeoff2,throttle_cruise2,throttle_takeoff3,throttle_cruise3
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,12Sx2_series_24S_66Ah,66000,24,50167.9,19091.9,31076.0,36940.6,63.03759182914777,False,1079.3646759099863,76118.5234348092,-10118.523434809205,56.0,46.5,100.0,91.0,56.0,46.5
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,12Sx4_2P2S_24S_132Ah,132000,24,71567.9,19091.9,52476.0,48794.2,76.38390109079776,False,20242.24200060573,2006742.43370113,-1874742.43370113,71.0,54.5,100.0,100.0,71.0,54.5
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Farasis_24S1P_53Ah,53000,24,50468.9,19091.9,31377.0,25951.0,50.19388349398246,False,1077.9689622931344,76723.05178368505,-23723.05178368505,56.5,47.0,100.0,91.5,56.5,47.0
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Farasis_24S2P_106Ah,106000,24,72169.9,19091.9,53078.0,26815.0,60.62239664374382,False,20243.0069105695,2006766.642456312,-1900766.642456312,71.0,54.5,100.0,100.0,71.0,54.5
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,ZYE_UltraHV_24S_66Ah,66000,24,49767.9,19091.9,30676.0,27585.0,63.75559949916466,False,1078.261353814382,76059.53698177147,-10059.536981771467,56.0,46.5,100.0,91.0,56.0,46.5
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Grepow_TARBG_24S_30Ah,30000,24,38112.9,19091.9,19021.0,30389.78,41.433542991363325,False,1075.2924857845992,66878.37054024621,-36878.37054024621,48.5,41.5,100.0,84.0,48.5,41.5
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Amprius_SA08_24S1P_11Ah,11050,24,31467.9,19091.9,12376.0,29727.0,16.3946587537092,False,1072.9082997459354,61890.040620836175,-50840.040620836175,45.5,40.0,100.0,82.5,45.5,40.0
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Amprius_SA08_24S2P_22Ah,22100,24,34167.9,19091.9,15076.0,34367.0,32.7893175074184,False,1074.0041901948005,63599.377665709835,-41499.377665709835,47.0,40.0,100.0,83.0,47.0,40.0
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Amprius_SA88_24S1P_10Ah,10500,24,31214.9,19091.9,12123.0,27031.0,15.578635014836797,False,1072.6708276837294,61879.72802332996,-51379.72802332996,45.5,40.0,100.0,82.5,45.5,40.0
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Amprius_SA88_24S2P_21Ah,21000,24,33660.9,19091.9,14569.0,28975.0,31.157270029673594,False,1073.709514358417,63575.5685233819,-42575.5685233819,46.5,40.0,100.0,83.0,46.5,40.0
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Grepow_NMC811_24S1P_87Ah,87000,24,51188.9,19091.9,32097.0,40465.12,80.75408410143811,True,1078.6938308963656,77253.10952877189,9746.890471228107,57.0,47.0,100.0,92.0,57.0,47.0
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Grepow_NMC811_24S2P_24Ah,24000,24,35299.9,19091.9,16208.0,29329.239999999998,35.60830860534125,False,1075.710941555766,63694.177573154004,-39694.177573154004,47.5,40.0,100.0,83.0,47.5,40.0
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Amprius_SA88_24S4P_42Ah,42000,24,38555.9,19091.9,19464.0,32863.0,57.14019727134557,False,1075.8379808475215,66905.49214973809,-24905.492149738086,49.0,41.5,100.0,84.0,49.0,41.5
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Amprius_SA88_24S6P_63Ah,63000,24,43449.9,19091.9,24358.0,36751.0,73.26922852704035,False,1077.4648582669802,70262.46443954683,-7262.464439546835,51.5,44.0,100.0,85.5,51.5,44.0
TailSitter_Contra_Compact,TMOTOR_U15XL_KV38,52.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,41831.9,19091.9,22740.0,33571.479999999996,58.697103736576985,False,1075.8517752403611,69400.91589788496,-21400.91589788496,51.0,43.5,100.0,85.0,51.0,43.5
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,YANGDA_XTurbo_24S_44Ah,44000,24,44246.9,19316.9,24930.0,37387.0,56.48267008985879,False,1073.988371775202,58407.25474104031,-14407.254741040313,49.5,40.0,99.5,75.0,49.5,40.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,TATTU_NEO_24S_30Ah,30000,24,48416.9,19316.9,29100.0,35255.979999999996,37.0199750049655,False,1075.4167315474572,61313.54081539272,-31313.54081539272,52.0,41.0,100.0,77.5,52.0,41.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,MAD_24S_55Ah_solid_state,55000,24,48084.9,19316.9,28768.0,38959.0,68.51112553233266,False,1074.6651221006223,61286.91429182121,-6286.914291821209,52.0,41.0,100.0,77.5,52.0,41.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,MAD_24S_100Ah_solid_state,100000,24,61721.9,19316.9,42405.0,46627.0,87.77871339256508,True,1076.563367535225,71047.7841558791,28952.215844120903,58.0,48.5,100.0,83.5,58.0,48.5
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,12Sx2_series_24S_66Ah,66000,24,52816.9,19316.9,33500.0,41440.6,72.30718462082778,True,1075.083609536728,64819.40889565751,1180.591104342493,54.0,44.0,100.0,80.0,54.0,44.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,12Sx4_2P2S_24S_132Ah,132000,24,74216.9,19316.9,54900.0,53294.2,88.70973762830708,True,1077.7399214508212,81691.65854090913,50308.341459090865,65.0,53.0,100.0,89.0,65.0,53.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Farasis_24S1P_53Ah,53000,24,53117.9,19316.9,33801.0,30451.0,57.610681413994975,False,1075.691298521972,64843.902434506315,-11843.902434506315,54.0,44.0,100.0,80.0,54.0,44.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Farasis_24S2P_106Ah,106000,24,74818.9,19316.9,55502.0,31315.0,70.40625930349434,True,1079.2176645292545,81771.00200604061,24228.99799395939,65.5,53.0,100.0,89.0,65.5,53.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,ZYE_UltraHV_24S_66Ah,66000,24,52416.9,19316.9,33100.0,32085.0,73.06913741353678,True,1076.0464940160107,64140.07097184041,1859.9290281595895,54.0,43.5,100.0,79.5,54.0,43.5
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Grepow_TARBG_24S_30Ah,30000,24,40761.9,19316.9,21445.0,34889.78,38.51091142490372,False,1072.7494393709837,56609.99145734566,-26609.991457345663,47.5,40.0,97.5,73.0,47.5,40.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Amprius_SA08_24S1P_11Ah,11050,24,34116.9,19316.9,14800.0,34227.0,14.184852374839537,False,1071.1463545715308,53487.00012356615,-42437.00012356615,43.0,40.0,93.5,70.0,43.0,40.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Amprius_SA08_24S2P_22Ah,22100,24,36816.9,19316.9,17500.0,38867.0,28.369704749679073,False,1071.7154108935233,54777.749793056966,-32677.749793056966,45.0,40.0,95.0,71.0,45.0,40.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Amprius_SA88_24S1P_10Ah,10500,24,33863.9,19316.9,14547.0,31531.0,13.478818998716303,False,1070.9867841999894,53478.512658583706,-42978.512658583706,43.0,40.0,93.0,70.0,43.0,40.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Amprius_SA88_24S2P_21Ah,21000,24,36309.9,19316.9,16993.0,33475.0,26.957637997432606,False,1072.1113367867506,54216.89472651755,-33216.89472651755,44.5,40.0,94.5,70.5,44.5,40.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Grepow_NMC811_24S1P_87Ah,87000,24,53837.9,19316.9,34521.0,44965.12,92.81981908452863,True,1075.2729721243923,65584.01943370298,21415.980566297018,54.5,44.5,100.0,80.5,54.5,44.5
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Grepow_NMC811_24S2P_24Ah,24000,24,37948.9,19316.9,18632.0,33829.24,30.808729139922978,False,1072.0853431541968,55302.65725988133,-31302.65725988133,45.5,40.0,95.5,71.5,45.5,40.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Amprius_SA88_24S4P_42Ah,42000,24,41204.9,19316.9,21888.0,37363.0,53.91527599486521,False,1073.5106449888972,56650.89470624862,-14650.894706248619,47.5,40.0,97.5,73.0,47.5,40.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Amprius_SA88_24S6P_63Ah,63000,24,46098.9,19316.9,26782.0,41251.0,80.87291399229781,True,1074.8079618980153,59506.17642542022,3493.8235745797792,51.0,40.0,100.0,76.0,51.0,40.0
TailSitter_Contra_Compact,TMOTOR_U15XXL_KV29,62.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,44480.9,19316.9,25164.0,38071.479999999996,61.617458279845955,False,1073.3530139156956,58897.96551663161,-10897.965516631608,50.0,40.0,99.5,75.5,50.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,YANGDA_XTurbo_24S_44Ah,44000,24,38921.4,20351.4,18570.0,7800.0,63.20934537834409,False,1030.008501609494,63421.24919241889,-19421.249192418887,54.0,40.5,91.5,80.5,54.0,40.5
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,TATTU_NEO_24S_30Ah,30000,24,43091.4,20351.4,22740.0,5668.98,37.57858235336362,False,1029.9590652053375,66045.65471353322,-36045.65471353322,56.5,45.5,93.0,81.0,56.5,45.5
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,MAD_24S_55Ah_solid_state,55000,24,42759.4,20351.4,22408.0,9372.0,69.61617536584912,False,1029.9505363561718,65991.52798219601,-10991.527982196014,56.5,45.0,93.0,81.0,56.5,45.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,MAD_24S_100Ah_solid_state,100000,24,56396.4,20351.4,36045.0,17040.0,85.57863325553173,True,1030.0028721267367,78238.34274643763,21761.65725356237,64.0,54.5,96.5,83.0,64.0,54.5
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,12Sx2_series_24S_66Ah,66000,24,47491.4,20351.4,27140.0,11853.6,72.48910092463761,False,1030.6819463213124,68970.59960095864,-2970.599600958638,59.0,49.0,94.5,81.5,59.0,49.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,12Sx4_2P2S_24S_132Ah,132000,24,68891.4,20351.4,48540.0,23707.2,83.55140765690113,True,1032.0777620851372,87586.56789000818,44413.432109991816,70.0,59.0,98.0,84.5,70.0,59.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Farasis_24S1P_53Ah,53000,24,47792.4,20351.4,27441.0,864.0,57.71356703424838,False,1030.661934329656,69041.94446038947,-16041.944460389466,59.0,49.5,94.5,81.5,59.0,49.5
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Farasis_24S2P_106Ah,106000,24,69493.4,20351.4,49142.0,1728.0,66.23918880112218,True,1031.5948673124285,89456.50603334246,16543.493966657537,70.0,59.0,98.0,85.0,70.0,59.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,ZYE_UltraHV_24S_66Ah,66000,24,47091.4,20351.4,26740.0,2498.0,73.32592147529425,False,1030.2342764029975,68944.49794491383,-2944.4979449138336,58.5,49.0,94.5,81.5,58.5,49.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Grepow_TARBG_24S_30Ah,30000,24,35436.4,20351.4,15085.0,5302.78,43.49480824669889,False,1028.734048455217,60036.11059882943,-30036.11059882943,52.0,40.0,90.0,79.5,52.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA08_24S1P_11Ah,11050,24,28791.4,20351.4,8440.0,4640.0,16.020587704200757,False,1027.1773708850947,55779.29696876588,-44729.29696876588,46.0,40.0,87.0,78.0,46.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA08_24S2P_22Ah,22100,24,31491.4,20351.4,11140.0,9280.0,32.041175408401514,False,1027.7508839857956,57153.06068746644,-35053.06068746644,49.5,40.0,88.5,78.5,49.5,40.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA88_24S1P_10Ah,10500,24,28538.4,20351.4,8187.0,1944.0,15.22318288634461,False,1026.9698811231276,55770.73845996468,-45270.73845996468,46.0,40.0,87.0,78.0,46.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA88_24S2P_21Ah,21000,24,30984.4,20351.4,10633.0,3888.0,30.44636577268922,False,1027.4480166585122,57130.69651963472,-36130.69651963472,49.0,40.0,88.0,78.5,49.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Grepow_NMC811_24S1P_87Ah,87000,24,48512.4,20351.4,28161.0,15378.12,92.8301131948027,True,1029.7897532703214,71709.4085472018,15290.591452798195,59.5,50.0,94.5,82.0,59.5,50.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Grepow_NMC811_24S2P_24Ah,24000,24,32623.4,20351.4,12272.0,4242.24,34.79584659735911,False,1027.5914451076358,58527.44301773849,-34527.44301773849,50.5,40.0,89.0,79.0,50.5,40.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA88_24S4P_42Ah,42000,24,35879.4,20351.4,15528.0,7776.0,60.89273154537844,False,1028.9620719551451,60056.75904629075,-18056.759046290746,52.5,40.0,90.5,79.5,52.5,40.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA88_24S6P_63Ah,63000,24,40773.4,20351.4,20422.0,11664.0,85.01799788290198,False,1030.4354517049806,63647.29514506967,-647.295145069671,55.0,43.0,92.5,80.5,55.0,43.0
TailSitter_Contra_Balanced,HOBBYWING_H13MD_coaxial_axis,54.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,39155.4,20351.4,18804.0,8484.48,68.40232256343708,False,1029.9917684688464,63454.798929269156,-15454.798929269156,54.0,41.0,91.5,80.5,54.0,41.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,YANGDA_XTurbo_24S_44Ah,44000,24,44408.9,20778.9,23630.0,7800.0,39.141070896781905,False,1027.0537576671938,48788.38381941016,-4788.383819410163,40.0,40.0,67.0,56.5,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,TATTU_NEO_24S_30Ah,30000,24,48578.9,20778.9,27800.0,5668.98,26.687093793260388,False,1027.0091399914866,51375.0155412274,-21375.015541227403,41.5,40.0,67.5,57.5,41.5,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,MAD_24S_55Ah_solid_state,55000,24,48246.9,20778.9,27468.0,9372.0,48.926338620977376,True,1026.8330994613696,51367.53400309345,3632.465996906547,41.5,40.0,67.5,57.5,41.5,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,MAD_24S_100Ah_solid_state,100000,24,61883.9,20778.9,41105.0,17040.0,88.95697931086796,True,1029.2543588725678,56994.03923293948,43005.96076706052,46.0,40.0,70.5,59.5,46.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,12Sx2_series_24S_66Ah,66000,24,52978.9,20778.9,32200.0,11853.6,58.711606345172854,True,1028.0081451549322,52774.96301606958,13225.036983930419,43.0,40.0,68.5,58.0,43.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,12Sx4_2P2S_24S_132Ah,132000,24,74378.9,20778.9,53600.0,23707.2,102.15084481410443,True,1031.4659580314599,63701.05228799847,68298.94771200154,50.0,42.0,72.5,61.5,50.0,42.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Farasis_24S1P_53Ah,53000,24,53279.9,20778.9,32501.0,864.0,47.14719903476002,True,1028.3120503568973,52790.73935427698,209.2606457230213,43.0,40.0,68.5,58.0,43.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Farasis_24S2P_106Ah,106000,24,74980.9,20778.9,54202.0,1728.0,81.1205800559277,True,1031.1403271815686,65192.49337284461,40807.50662715539,50.0,42.0,72.5,62.0,50.0,42.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,ZYE_UltraHV_24S_66Ah,66000,24,52578.9,20778.9,31800.0,2498.0,58.711606345172854,True,1027.687114311384,52758.97560718463,13241.024392815372,43.0,40.0,68.5,58.0,43.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Grepow_TARBG_24S_30Ah,30000,24,40923.9,20778.9,20145.0,5302.78,26.687093793260388,False,1025.8788493995544,47495.981101663114,-17495.981101663114,40.0,40.0,66.0,56.0,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA08_24S1P_11Ah,11050,24,34278.9,20778.9,13500.0,4640.0,9.829746213850909,False,1024.0980996119767,45023.18624029188,-33973.18624029188,40.0,40.0,64.5,55.0,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA08_24S2P_22Ah,22100,24,36978.9,20778.9,16200.0,9280.0,19.659492427701817,False,1024.5972225694431,46232.48087460178,-24132.48087460178,40.0,40.0,65.5,55.5,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA88_24S1P_10Ah,10500,24,34025.9,20778.9,13247.0,1944.0,9.340482827641136,False,1025.0652588458572,43909.88732147566,-33409.88732147566,40.0,40.0,64.5,54.5,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA88_24S2P_21Ah,21000,24,36471.9,20778.9,15693.0,3888.0,18.68096565528227,False,1025.34679350543,45080.41831844946,-24080.41831844946,40.0,40.0,65.0,55.0,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Grepow_NMC811_24S1P_87Ah,87000,24,53999.9,20778.9,33221.0,15378.12,77.39257200045512,True,1027.3746368809345,54092.77498852182,32907.22501147818,43.5,40.0,69.0,58.5,43.5,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Grepow_NMC811_24S2P_24Ah,24000,24,38110.9,20778.9,17332.0,4242.24,21.34967503460831,False,1025.1706634850277,46256.090036037494,-22256.090036037494,40.0,40.0,65.5,55.5,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA88_24S4P_42Ah,42000,24,41366.9,20778.9,20588.0,7776.0,37.36193131056454,False,1026.1731507914017,47508.821881421274,-5508.821881421274,40.0,40.0,66.0,56.0,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA88_24S6P_63Ah,63000,24,46260.9,20778.9,25482.0,11664.0,56.042896965846815,True,1027.013346674013,50059.78370316769,12940.21629683231,40.5,40.0,67.0,57.0,40.5,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,44642.9,20778.9,23864.0,8484.48,42.69935006921662,False,1027.2736907222272,48798.63595442855,-798.6359544285515,40.0,40.0,67.0,56.5,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,YANGDA_XTurbo_24S_44Ah,44000,24,41074.4,20576.4,20498.0,7800.0,46.81964221308449,False,1027.5545237992553,52803.08828267285,-8803.088282672848,41.5,40.0,69.5,60.0,41.5,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,TATTU_NEO_24S_30Ah,30000,24,45244.4,20576.4,24668.0,5668.98,31.922483327103063,False,1027.7988417851204,55727.8498693347,-25727.8498693347,43.0,40.0,70.5,61.0,43.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,MAD_24S_55Ah_solid_state,55000,24,44912.4,20576.4,24336.0,9372.0,58.52455276635562,True,1028.7861036633165,54326.69830583959,673.3016941604074,43.0,40.0,70.5,60.5,43.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,MAD_24S_100Ah_solid_state,100000,24,58549.4,20576.4,37973.0,17040.0,99.78616964662885,True,1031.0493725435383,62419.420723189,37580.579276811,48.0,41.0,73.0,63.0,48.0,41.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,12Sx2_series_24S_66Ah,66000,24,49644.4,20576.4,29068.0,11853.6,70.22946331962675,True,1028.7775480680232,57313.88579268523,8686.114207314771,45.0,40.0,71.5,61.5,45.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,12Sx4_2P2S_24S_132Ah,132000,24,71044.4,20576.4,50468.0,23707.2,99.30924592175775,True,1030.964125427562,72084.76322920676,59915.23677079324,52.5,44.5,75.5,65.5,52.5,44.5
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Farasis_24S1P_53Ah,53000,24,49945.4,20576.4,29369.0,864.0,56.39638721121541,False,1029.06249178615,57328.49101882329,-4328.49101882329,45.0,40.0,71.5,61.5,45.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Farasis_24S2P_106Ah,106000,24,71646.4,20576.4,51070.0,1728.0,78.77110518228407,True,1030.4389850402604,72257.92736540618,33742.07263459382,52.5,45.0,75.5,65.5,52.5,45.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,ZYE_UltraHV_24S_66Ah,66000,24,49244.4,20576.4,28668.0,2498.0,70.22946331962675,True,1028.5445513059026,57298.00272761025,8701.997272389752,45.0,40.0,71.0,61.5,45.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_TARBG_24S_30Ah,30000,24,37589.4,20576.4,17013.0,5302.78,31.922483327103063,False,1026.887876866362,51354.150615162594,-21354.150615162594,40.0,40.0,69.0,59.5,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA08_24S1P_11Ah,11050,24,30944.4,20576.4,10368.0,4640.0,11.75811469214963,False,1025.3496826264316,47308.30577309597,-36258.30577309597,40.0,40.0,67.5,58.0,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA08_24S2P_22Ah,22100,24,33644.4,20576.4,13068.0,9280.0,23.51622938429926,False,1026.1706293946354,48643.72737460032,-26543.72737460032,40.0,40.0,68.0,58.5,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S1P_10Ah,10500,24,30691.4,20576.4,10115.0,1944.0,11.172869164486071,False,1025.1454558693877,47299.17643563182,-36799.17643563182,40.0,40.0,67.5,58.0,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S2P_21Ah,21000,24,33137.4,20576.4,12561.0,3888.0,22.345738328972143,False,1025.755105793857,48625.11866911315,-27625.11866911315,40.0,40.0,68.0,58.5,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_NMC811_24S1P_87Ah,87000,24,50665.4,20576.4,30089.0,15378.12,92.57520164859888,True,1028.42304493007,58823.56608843765,28176.43391156235,45.5,40.0,71.5,62.0,45.5,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_NMC811_24S2P_24Ah,24000,24,34776.4,20576.4,14200.0,4242.24,25.53798666168245,False,1025.914141200172,49958.95039010317,-25958.95039010317,40.0,40.0,68.5,59.0,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S4P_42Ah,42000,24,38032.4,20576.4,17456.0,7776.0,44.691476657944285,False,1027.1843924021473,51365.97642671851,-9365.97642671851,40.0,40.0,69.0,59.5,40.0,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S6P_63Ah,63000,24,42926.4,20576.4,22350.0,11664.0,67.03721498691644,True,1027.3750166725765,54240.06864102818,8759.931358971822,42.5,40.0,70.0,60.5,42.5,40.0
TailSitter_Contra_Balanced,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,41308.4,20576.4,20732.0,8484.48,51.0759733233649,False,1027.7396610400278,52811.475509446915,-4811.475509446915,41.5,40.0,69.5,60.0,41.5,40.0
TailSitter_Contra_Balanced,M50C35_PRO_EEE_34kv,30.0,YANGDA_XTurbo_24S_44Ah,44000,24,36241.4,19811.4,16430.0,11200.0,56.33238747406176,False,1026.8812020534722,53698.5487620788,-9698.548762078797,43.0,40.0,100.0,73.0,43.0,40.0
TailSitter_Contra_Balanced,M50C35_PRO_EEE_34kv,30.0,TATTU_NEO_24S_30Ah,30000,24,40411.4,19811.4,20600.0,9068.98,38.40844600504211,False,1027.941262719759,55705.27921961733,-25705.279219617332,46.0,40.0,100.0,74.0,46.0,40.0
TailSitter_Contra_Balanced,M50C35_PRO_EEE_34kv,30.0,MAD_24S_55Ah_solid_state,55000,24,40079.4,19811.4,20268.0,12772.0,70.4154843425772,False,1027.5757974308424,55686.79436318929,-686.7943631892922,46.0,40.0,100.0,74.0,46.0,40.0
TailSitter_Contra_Balanced,M50C35_PRO_EEE_34kv,30.0,MAD_24S_100Ah_solid_state,100000,24,53716.4,19811.4,33905.0,20440.0,104.67322036510502,True,1029.5296816130713,65788.61189781339,34211.38810218661,53.5,43.5,100.0,78.5,53.5,43.5
TailSitter_Contra_Balanced,M50C35_PRO_EEE_34kv,30.0,12Sx2_series_24S_66Ah,66000,24,44811.4,19811.4,25000.0,15253.6,84.49858121109264,True,1028.6938369757813,58735.817432449556,7264.182567550444,49.0,40.0,100.0,75.5,49.0,40.0
TailSitter_Contra_Balanced,M50C35_PRO_EEE_34kv,30.0,12Sx4_2P2S_24S_132Ah,132000,24,66211.4,19811.4,46400.0,27107.2,102.78422396420441,True,1031.2805613008368,75018.6888690867,56981.311130913295,59.5,48.5,100.0,82.0,59.5,48.5
