vehicle,motor_model,prop_diameter_in,battery,battery_capacity_mah,cells_s,total_mass_g,airframe_mass_g,propulsion_mass_g,total_cost_usd,hover_time_min,mission_feasible,mission_total_time_s,mission_total_energy_mah,mission_energy_remaining_mah,throttle_takeoff1,throttle_cruise1,throttle_takeoff2,throttle_cruise2,throttle_takeoff3,throttle_cruise3
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,YANGDA_XTurbo_24S_44Ah,44000,24,58860.0,28810.0,30050.0,7800.0,21.2641284761639,False,1070.9079709864639,54622.014742588464,-10622.014742588464,40.0,40.0,62.0,53.5,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,TATTU_NEO_24S_30Ah,30000,24,63030.0,28810.0,34220.0,5668.98,14.498269415566295,False,1072.0067950904672,56211.057619295396,-26211.057619295396,40.0,40.0,62.5,54.0,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,MAD_24S_55Ah_solid_state,55000,24,62698.0,28810.0,33888.0,9372.0,26.580160595204873,False,1071.7100768256819,56194.538716146075,-1194.5387161460749,40.0,40.0,62.5,54.0,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,MAD_24S_100Ah_solid_state,100000,24,76335.0,28810.0,47525.0,17040.0,48.327564718554314,True,1076.048291951836,61653.8217708968,38346.1782291032,41.0,40.0,65.0,55.5,41.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,12Sx2_series_24S_66Ah,66000,24,67430.0,28810.0,38620.0,11853.6,31.89619271424585,True,1073.2655893955175,57923.874305096004,8076.125694903996,40.0,40.0,63.5,54.5,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,12Sx4_2P2S_24S_132Ah,132000,24,88830.0,28810.0,60020.0,23707.2,63.7923854284917,True,1076.8642026709524,67631.6667758988,64368.333224101196,47.0,40.0,67.0,57.0,47.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Farasis_24S1P_53Ah,53000,24,67731.0,28810.0,38921.0,864.0,25.613609300833787,False,1073.6522049050425,57946.232603467375,-4946.232603467375,40.0,40.0,63.5,54.5,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Farasis_24S2P_106Ah,106000,24,89432.0,28810.0,60622.0,1728.0,51.22721860166757,True,1078.0088480203317,67718.01360375005,38281.98639624995,47.5,40.0,67.0,57.0,47.5,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,ZYE_UltraHV_24S_66Ah,66000,24,67030.0,28810.0,38220.0,2498.0,31.89619271424585,True,1072.8184686331176,57898.13554571149,8101.864454288509,40.0,40.0,63.5,54.5,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Grepow_TARBG_24S_30Ah,30000,24,55375.0,28810.0,26565.0,5302.78,14.498269415566295,False,1070.373364627855,53179.51246013072,-23179.512460130718,40.0,40.0,61.0,53.0,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA08_24S1P_11Ah,11050,24,48730.0,28810.0,19920.0,4640.0,5.340195901400252,False,1070.6400243468142,49799.62814202295,-38749.62814202295,40.0,40.0,60.0,51.5,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA08_24S2P_22Ah,22100,24,51430.0,28810.0,22620.0,9280.0,10.680391802800504,False,1071.2529011734086,50813.68118840654,-28713.68118840654,40.0,40.0,60.5,52.0,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA88_24S1P_10Ah,10500,24,48477.0,28810.0,19667.0,1944.0,5.0743942954482035,False,1070.3613370431196,49785.774088112186,-39285.774088112186,40.0,40.0,60.0,51.5,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA88_24S2P_21Ah,21000,24,50923.0,28810.0,22113.0,3888.0,10.148788590896407,False,1070.6595028530576,50783.55484086994,-29783.55484086994,40.0,40.0,60.5,52.0,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Grepow_NMC811_24S1P_87Ah,87000,24,68451.0,28810.0,39641.0,15378.12,42.04498130514226,True,1074.882350172375,58017.93327971577,28982.06672028423,40.0,40.0,63.5,54.5,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Grepow_NMC811_24S2P_24Ah,24000,24,52562.0,28810.0,23752.0,4242.24,11.598615532453035,False,1091.2641437406699,51840.03186798818,-27840.031867988182,40.0,40.0,60.5,52.0,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA88_24S4P_42Ah,42000,24,55818.0,28810.0,27008.0,7776.0,20.297577181792814,False,1070.624618673097,53197.44911937128,-11197.449119371282,40.0,40.0,61.5,53.0,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Amprius_SA88_24S6P_63Ah,63000,24,60712.0,28810.0,31902.0,11664.0,30.44636577268922,True,1072.8484826351037,54727.815127460344,8272.184872539656,40.0,40.0,62.0,53.5,40.0,40.0
Hexacopter,HOBBYWING_H13MD_coaxial_axis,54.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,59094.0,28810.0,30284.0,8484.48,23.19723106490607,False,1071.094164614075,54632.08867496002,-6632.088674960018,40.0,40.0,62.0,53.5,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,YANGDA_XTurbo_24S_44Ah,44000,24,74467.5,29237.5,45230.0,7800.0,13.047023632260634,False,1065.6713769645874,59493.668352341534,-15493.668352341534,40.0,40.0,45.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,TATTU_NEO_24S_30Ah,30000,24,78637.5,29237.5,49400.0,5668.98,8.895697931086795,False,1066.2076671787197,59533.33935005405,-29533.339350054048,40.0,40.0,45.5,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,MAD_24S_55Ah_solid_state,55000,24,78305.5,29237.5,49068.0,9372.0,16.30877954032579,False,1066.2713413096326,59530.02202916378,-4530.022029163782,40.0,40.0,45.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,MAD_24S_100Ah_solid_state,100000,24,91942.5,29237.5,62705.0,17040.0,29.652326436955985,True,1069.0702927473992,59718.06777420116,40281.93222579884,40.0,40.0,46.5,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,12Sx2_series_24S_66Ah,66000,24,83037.5,29237.5,53800.0,11853.6,19.570535448390952,True,1066.8800837865926,59581.00231067596,6418.997689324038,40.0,40.0,46.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,12Sx4_2P2S_24S_132Ah,132000,24,104437.5,29237.5,75200.0,23707.2,39.141070896781905,True,1070.3142439173093,63598.93867750389,68401.06132249611,40.0,40.0,48.0,41.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Farasis_24S1P_53Ah,53000,24,83338.5,29237.5,54101.0,864.0,15.715733011586673,False,1066.93893000375,59584.54600260395,-6584.546002603951,40.0,40.0,46.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Farasis_24S2P_106Ah,106000,24,105039.5,29237.5,75802.0,1728.0,31.431466023173346,True,1070.5827813944106,63615.61955264841,42384.38044735159,40.0,40.0,48.0,41.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,ZYE_UltraHV_24S_66Ah,66000,24,82637.5,29237.5,53400.0,2498.0,19.570535448390952,True,1066.9196124714144,59576.334247792714,6423.665752207286,40.0,40.0,45.5,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Grepow_TARBG_24S_30Ah,30000,24,70982.5,29237.5,41745.0,5302.78,8.895697931086795,False,1065.290235503849,59463.3224366406,-29463.3224366406,40.0,40.0,44.5,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA08_24S1P_11Ah,11050,24,64337.5,29237.5,35100.0,4640.0,3.2765820712836367,False,1064.659219782061,59410.53296853816,-48360.53296853816,40.0,40.0,43.5,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA08_24S2P_22Ah,22100,24,67037.5,29237.5,37800.0,9280.0,6.553164142567273,False,1064.8814439483067,59431.297392886576,-37331.297392886576,40.0,40.0,44.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA88_24S1P_10Ah,10500,24,64084.5,29237.5,34847.0,1944.0,3.1134942758803787,False,1064.6272921716825,59408.61151493368,-48908.61151493368,40.0,40.0,43.5,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA88_24S2P_21Ah,21000,24,66530.5,29237.5,37293.0,3888.0,6.2269885517607575,False,1064.8158250806675,59427.328623835085,-38427.328623835085,40.0,40.0,44.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Grepow_NMC811_24S1P_87Ah,87000,24,84058.5,29237.5,54821.0,15378.12,25.797524000151707,True,1067.0831745567696,59593.22197895185,27406.77802104815,40.0,40.0,46.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Grepow_NMC811_24S2P_24Ah,24000,24,68169.5,29237.5,38932.0,4242.24,7.1165583448694365,False,1065.0302105695282,59440.292714317766,-35440.292714317766,40.0,40.0,44.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA88_24S4P_42Ah,42000,24,71425.5,29237.5,42188.0,7776.0,12.453977103521515,False,1065.3518096845048,59467.05651524365,-17467.056515243647,40.0,40.0,44.5,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Amprius_SA88_24S6P_63Ah,63000,24,76319.5,29237.5,47082.0,11664.0,18.68096565528227,True,1065.952503650564,59510.722506340564,3489.277493659436,40.0,40.0,45.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_PLUS_coaxial_axis,73.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,74701.5,29237.5,45464.0,8484.48,14.233116689738873,False,1065.706120606822,59495.77780266279,-11495.777802662793,40.0,40.0,45.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,YANGDA_XTurbo_24S_44Ah,44000,24,64869.0,29035.0,35834.0,7800.0,15.606547404361498,False,1093.7739200392366,51101.773054856254,-7101.773054856254,40.0,40.0,47.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,TATTU_NEO_24S_30Ah,30000,24,69039.0,29035.0,40004.0,5668.98,10.640827775701021,False,1071.5546426445455,51704.806504210304,-21704.806504210304,40.0,40.0,47.5,40.5,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,MAD_24S_55Ah_solid_state,55000,24,68707.0,29035.0,39672.0,9372.0,19.508184255451873,True,1071.0758186772007,51681.07424223563,3318.925757764373,40.0,40.0,47.5,40.5,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,MAD_24S_100Ah_solid_state,100000,24,82344.0,29035.0,53309.0,17040.0,35.469425919003406,True,1071.3054025477277,56875.367604026884,43124.632395973116,40.0,40.0,49.0,42.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,12Sx2_series_24S_66Ah,66000,24,73439.0,29035.0,44404.0,11853.6,23.409821106542246,True,1071.3395015707467,53386.24270036305,12613.757299636949,40.0,40.0,48.0,41.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,12Sx4_2P2S_24S_132Ah,132000,24,94839.0,29035.0,65804.0,23707.2,46.81964221308449,True,1080.7456507800598,61196.522926545586,70803.47707345441,40.0,40.0,50.5,43.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Farasis_24S1P_53Ah,53000,24,73740.0,29035.0,44705.0,864.0,18.798795737071803,False,1071.7302285458666,53406.38174120772,-406.38174120771873,40.0,40.0,48.0,41.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Farasis_24S2P_106Ah,106000,24,95441.0,29035.0,66406.0,1728.0,37.597591474143606,True,1071.4074988682755,62620.16329756573,43379.83670243427,40.0,40.0,50.5,43.5,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,ZYE_UltraHV_24S_66Ah,66000,24,73039.0,29035.0,44004.0,2498.0,23.409821106542246,True,1070.8994356507765,53363.51803942339,12636.48196057661,40.0,40.0,48.0,41.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_TARBG_24S_30Ah,30000,24,61384.0,29035.0,32349.0,5302.78,10.640827775701021,False,1068.6503918553901,49912.00877345545,-19912.008773455447,40.0,40.0,46.5,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA08_24S1P_11Ah,11050,24,54739.0,29035.0,25704.0,4640.0,3.919371564049876,False,1066.4068915301207,49788.82514101335,-38738.82514101335,40.0,40.0,45.5,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA08_24S2P_22Ah,22100,24,57439.0,29035.0,28404.0,9280.0,7.838743128099752,False,1067.0764691318393,49828.54666875814,-27728.546668758143,40.0,40.0,46.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S1P_10Ah,10500,24,54486.0,29035.0,25451.0,1944.0,3.7242897214953574,False,1066.3401976687094,49785.47797267322,-39285.47797267322,40.0,40.0,45.5,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S2P_21Ah,21000,24,56932.0,29035.0,27897.0,3888.0,7.448579442990715,False,1066.9124018037512,49820.38577946667,-28820.38577946667,40.0,40.0,46.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_NMC811_24S1P_87Ah,87000,24,74460.0,29035.0,45425.0,15378.12,30.858400549532963,True,1073.1426061389348,53478.91658393777,33521.08341606223,40.0,40.0,48.0,41.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_NMC811_24S2P_24Ah,24000,24,58571.0,29035.0,29536.0,4242.24,8.512662220560816,False,1067.476038504923,49848.343492716085,-25848.343492716085,40.0,40.0,46.0,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S4P_42Ah,42000,24,61827.0,29035.0,32792.0,7776.0,14.89715888598143,False,1068.9216067894329,49925.17908387773,-7925.179083877731,40.0,40.0,46.5,40.0,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Amprius_SA88_24S6P_63Ah,63000,24,66721.0,29035.0,37686.0,11664.0,22.345738328972143,True,1069.4088962433718,51591.76613875768,11408.23386124232,40.0,40.0,47.0,40.5,40.0,40.0
Hexacopter,HOBBYWING_H15MD_coaxial_axis,64.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,65103.0,29035.0,36068.0,8484.48,17.025324441121633,False,1068.5036306070722,51546.10499454023,-3546.1049945402265,40.0,40.0,47.0,40.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,YANGDA_XTurbo_24S_44Ah,44000,24,51900.0,28270.0,23630.0,11200.0,18.77746249135392,False,1073.6877489379906,46408.50156907288,-2408.5015690728833,40.0,40.0,52.0,42.0,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,TATTU_NEO_24S_30Ah,30000,24,56070.0,28270.0,27800.0,9068.98,12.802815335014037,False,1069.8481869175366,48681.7549600261,-18681.754960026097,40.0,40.0,52.5,43.0,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,MAD_24S_55Ah_solid_state,55000,24,55738.0,28270.0,27468.0,12772.0,23.4718281141924,True,1069.5767466910336,48668.74798612223,6331.252013877769,40.0,40.0,52.5,43.0,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,MAD_24S_100Ah_solid_state,100000,24,69375.0,28270.0,41105.0,20440.0,42.67605111671345,True,1075.982199318903,52797.006879079956,47202.993120920044,40.0,40.0,55.0,44.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,12Sx2_series_24S_66Ah,66000,24,60470.0,28270.0,32200.0,15253.6,28.16619373703088,True,1071.075127575077,49994.44981401367,16005.550185986329,40.0,40.0,53.5,43.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,12Sx4_2P2S_24S_132Ah,132000,24,81870.0,28270.0,53600.0,27107.2,56.33238747406176,True,1073.8708377825628,57933.985918608094,74066.01408139191,40.0,40.0,56.5,46.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Farasis_24S1P_53Ah,53000,24,60771.0,28270.0,32501.0,4264.0,22.61830709185813,True,1071.4503056397575,50012.90910439884,2987.0908956011626,40.0,40.0,53.5,43.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Farasis_24S2P_106Ah,106000,24,82472.0,28270.0,54202.0,5128.0,45.23661418371626,True,1074.647540927041,57983.447184563774,48016.552815436226,40.0,40.0,57.0,46.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,ZYE_UltraHV_24S_66Ah,66000,24,60070.0,28270.0,31800.0,5898.0,28.16619373703088,True,1070.6398239385373,49973.02751811524,16026.97248188476,40.0,40.0,53.5,43.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Grepow_TARBG_24S_30Ah,30000,24,48415.0,28270.0,20145.0,8702.779999999999,12.802815335014037,False,1072.9503024104165,45170.84554240252,-15170.845542402523,40.0,40.0,51.5,41.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Amprius_SA08_24S1P_11Ah,11050,24,41770.0,28270.0,13500.0,8040.0,4.715703648396837,False,1075.2084003426046,42905.84505812968,-31855.84505812968,40.0,40.0,50.5,40.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Amprius_SA08_24S2P_22Ah,22100,24,44470.0,28270.0,16200.0,12680.0,9.431407296793674,False,1070.9391891644286,43899.05490997186,-21799.054909971863,40.0,40.0,51.0,41.0,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Amprius_SA88_24S1P_10Ah,10500,24,41517.0,28270.0,13247.0,5344.0,4.480985367254913,False,1071.6163896948217,42760.41323935253,-32260.41323935253,40.0,40.0,50.5,40.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Amprius_SA88_24S2P_21Ah,21000,24,43963.0,28270.0,15693.0,7288.0,8.961970734509826,False,1070.0251414435243,43860.440731349445,-22860.440731349445,40.0,40.0,51.0,41.0,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Grepow_NMC811_24S1P_87Ah,87000,24,61491.0,28270.0,33221.0,18778.120000000003,37.12816447154071,True,1072.6036878521095,50069.63684460708,36930.36315539292,40.0,40.0,53.5,43.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Grepow_NMC811_24S2P_24Ah,24000,24,45602.0,28270.0,17332.0,7642.24,10.24225226801123,False,1068.5834150844894,44976.65730223511,-20976.657302235108,40.0,40.0,51.0,41.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Amprius_SA88_24S4P_42Ah,42000,24,48858.0,28270.0,20588.0,11176.0,17.923941469019653,False,1068.8311488822674,46186.19611743157,-4186.196117431573,40.0,40.0,51.5,42.0,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Amprius_SA88_24S6P_63Ah,63000,24,53752.0,28270.0,25482.0,15064.0,26.885912203529475,True,1070.5531735261986,47485.670521190266,15514.329478809734,40.0,40.0,52.5,42.5,40.0,40.0
Hexacopter,M50C35_PRO_EEE_34kv,30.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,52134.0,28270.0,23864.0,11884.48,20.48450453602246,True,1069.08449635657,47413.39074356741,586.6092564325882,40.0,40.0,52.0,42.5,40.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,YANGDA_XTurbo_24S_44Ah,44000,24,65002.5,28652.5,36350.0,25087.0,26.315789473684212,False,1076.0629935598793,62157.9566250655,-18157.956625065497,42.0,40.0,67.5,54.5,42.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,TATTU_NEO_24S_30Ah,30000,24,69172.5,28652.5,40520.0,22955.98,17.942583732057418,False,1076.8554422573245,64044.43949313998,-34044.43949313998,43.0,40.0,71.5,55.5,43.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,MAD_24S_55Ah_solid_state,55000,24,68840.5,28652.5,40188.0,26659.0,32.89473684210527,False,1076.2684985725596,64006.89317146732,-9006.893171467324,43.0,40.0,71.5,55.5,43.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,MAD_24S_100Ah_solid_state,100000,24,82477.5,28652.5,53825.0,34327.0,59.80861244019139,True,1081.0043070298996,70771.09984829804,29228.900151701964,46.0,40.0,73.5,59.5,46.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,12Sx2_series_24S_66Ah,66000,24,73572.5,28652.5,44920.0,29140.6,39.473684210526315,False,1076.9522234889105,66387.41598355626,-387.41598355626047,44.0,40.0,72.5,57.0,44.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,12Sx4_2P2S_24S_132Ah,132000,24,94972.5,28652.5,66320.0,40994.2,73.21014777167144,True,1085.6561270909233,79252.88308066255,52747.11691933745,49.0,41.5,75.0,62.0,49.0,41.5
Hexacopter,TMOTOR_U15L_KV43,47.0,Farasis_24S1P_53Ah,53000,24,73873.5,28652.5,45221.0,18151.0,31.698564593301437,False,1077.4703149442832,66421.11477946343,-13421.11477946343,44.0,40.0,72.5,57.0,44.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,Farasis_24S2P_106Ah,106000,24,95574.5,28652.5,66922.0,19015.0,58.29474880551614,True,1081.465301089063,79433.82345687086,26566.176543129142,49.0,42.0,75.0,62.0,49.0,42.0
Hexacopter,TMOTOR_U15L_KV43,47.0,ZYE_UltraHV_24S_66Ah,66000,24,73172.5,28652.5,44520.0,19785.0,39.473684210526315,True,1081.4221669211381,65960.98333460932,39.0166653906781,44.0,40.0,72.5,56.5,44.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,Grepow_TARBG_24S_30Ah,30000,24,61517.5,28652.5,32865.0,22589.78,17.942583732057418,False,1076.5071382603987,60278.56209651866,-30278.56209651866,41.0,40.0,66.5,53.5,41.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,Amprius_SA08_24S1P_11Ah,11050,24,54872.5,28652.5,26220.0,21927.0,6.608851674641149,False,1074.958196498832,57216.02279129951,-46166.02279129951,40.0,40.0,65.0,52.0,40.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,Amprius_SA08_24S2P_22Ah,22100,24,57572.5,28652.5,28920.0,26567.0,13.217703349282298,False,1076.6993776190257,58317.284074786745,-36217.284074786745,40.0,40.0,65.5,52.5,40.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,Amprius_SA88_24S1P_10Ah,10500,24,54619.5,28652.5,25967.0,19231.0,6.2799043062200965,False,1074.5048153250543,57189.88863475954,-46689.88863475954,40.0,40.0,65.0,52.0,40.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,Amprius_SA88_24S2P_21Ah,21000,24,57065.5,28652.5,28413.0,21175.0,12.559808612440193,False,1075.5136135723637,58244.27298075052,-37244.27298075052,40.0,40.0,65.0,52.5,40.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,Grepow_NMC811_24S1P_87Ah,87000,24,74593.5,28652.5,45941.0,32665.120000000003,52.03349282296651,True,1079.2283712622598,66538.46742162073,20461.532578379265,44.0,40.0,72.5,57.0,44.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,Grepow_NMC811_24S2P_24Ah,24000,24,58704.5,28652.5,30052.0,21529.239999999998,14.354066985645934,False,1074.9737848330667,59206.71326595697,-35206.71326595697,40.5,40.0,65.5,53.0,40.5,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,Amprius_SA88_24S4P_42Ah,42000,24,61960.5,28652.5,33308.0,25063.0,25.119617224880386,False,1077.7967683351335,60358.32999286957,-18358.32999286957,41.0,40.0,66.5,53.5,41.0,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,Amprius_SA88_24S6P_63Ah,63000,24,66854.5,28652.5,38202.0,28951.0,37.67942583732058,False,1075.7421223742958,63094.52807305956,-94.5280730595623,42.5,40.0,71.5,55.0,42.5,40.0
Hexacopter,TMOTOR_U15L_KV43,47.0,Grepow_NMC811_small_24S4P_48Ah,48000,24,65236.5,28652.5,36584.0,25771.48,28.70813397129187,False,1076.4534475524588,62182.20685836267,-14182.206858362668,42.0,40.0,67.5,54.5,42.0,40.0
Hexacopter,TMOTOR_U15XL_KV38,52.0,YANGDA_XTurbo_24S_44Ah,44000,24,70623.0,28765.0,41858.0,32887.0,21.76063303659743,False,1075.5456502486202,61684.74062758028,-17684.74062758028,40.5,40.0,61.0,49.0,40.5,40.0
Hexacopter,TMOTOR_U15XL_KV38,52.0,TATTU_NEO_24S_30Ah,30000,24,74793.0,28765.0,46028.0,30755.98,14.83679525222552,False,1075.7226044278032,63621.77119113039,-33621.77119113039,41.5,40.0,62.0,49.5,41.5,40.0
Hexacopter,TMOTOR_U15XL_KV38,52.0,MAD_24S_55Ah_solid_state,55000,24,74461.0,28765.0,45696.0,34459.0,27.200791295746786,False,1075.2164384752443,63589.58785381759,-8589.58785381759,41.5,40.0,62.0,49.5,41.5,40.0
Hexacopter,TMOTOR_U15XL_KV38,52.0,MAD_24S_100Ah_solid_state,100000,24,88098.0,28765.0,59333.0,42127.0,49.45598417408507,True,1099.549735157186,70861.91654106701,29138.08345893299,44.5,40.0,66.5,51.0,44.5,40.0
Hexacopter,TMOTOR_U15XL_KV38,52.0,12Sx2_series_24S_66Ah,66000,24,79193.0,28765.0,50428.0,36940.6,32.640949554896146,True,1076.5984172814128,65530.19605632101,469.80394367899135,42.5,40.0,63.5,50.0,42.5,40.0
Hexacopter,TMOTOR_U15XL_KV38,52.0,12Sx4_2P2S_24S_132Ah,132000,24,100593.0,28765.0,71828.0,48794.2,65.28189910979229,True,1079.556443313303,76570.07971685905,55429.92028314095,46.5,40.0,68.5,53.0,46.5,40.0
Hexacopter,TMOTOR_U15XL_KV38,52.0,Farasis_24S1P_53Ah,53000,24,79494.0,28765.0,50729.0,25951.0,26.211671612265086,False,1076.9923690241515,65573.30336756614,-12573.303367566143,43.0,40.0,64.0,50.0,43.0,40.0
Hexacopter,TMOTOR_U15XL_KV38,52.0,Farasis_24S2P_106Ah,106000,24,101195.0,28765.0,72430.0,26815.0,52.42334322453017,True,1080.357610088981,76620.50696604663,29379.493033953375,46.5,40.0,69.0,53.0,46.5,40.0
